date,1: zhangdiefu,2: zhangdiefu,3: zhangdiefu,7: zhangdiefu,8: zhangdiefu,13: zhangdiefu,14: zhangdiefu,15: zhangdiefu,16: zhangdiefu,17: zhangdiefu,19: zhangdiefu
2017/3/8,0,0.011616651,0.06117361,0,-0.007222785,0.016486752,0.047923323,0.12605042,-0.063636364,-0.461538462,0.081818182
2017/3/7,-0.014806378,0.055158325,0.066959119,0,-0.005375545,-0.05621932,-0.051515152,-0.098484848,-0.026548673,1.068181818,-0.026548673
2017/3/6,-0.014590348,0.042598509,0.039901387,0,-0.001766422,-0.006624344,0,0,-0.034188034,-0.153846154,0
2017/3/5,-0.020879121,0.038716814,0.039416073,0,-0.005699802,-0.010019127,0,0,0.00862069,0.009708738,0
2017/3/4,-0.016216216,0.038716814,0.039416073,0,-0.005699802,-0.012235717,0.021671827,0.081967213,-0.147058824,0,-0.18705036
2017/3/3,0.006528836,0.038716814,0.039416073,0,-0.005699802,0.00807183,-0.010719755,-0.075757576,0.014925373,0.04040404,0.037313433
2017/3/2,0.021111111,0.037887486,0.037166475,0,-0.0065611,0.000362911,-0.007598784,0.109243697,-0.014705882,0.151162791,0
2017/3/1,0.020408163,0.013969732,0.044092905,0,0.063576333,-0.018696581,0.012307692,0,-0.028571429,-0.033707865,-0.075862069
2017/2/28,0.025581395,-0.021640091,0.050677809,0,-0.013616884,-0.006017699,-0.025487256,-0.07751938,0.02189781,0.171052632,0.082089552
2017/2/27,-0.012629162,0.003428571,0.049550635,0,0.006371976,0.004444444,0.001501502,-0.007692308,0,-0.126436782,0
2017/2/26,0.010440835,0.022196262,0.091423087,0,0.028427957,-0.002924754,-0.002994012,0.007751938,0.014814815,0.035714286,0
2017/2/25,-0.024886878,0.022196262,0.091423087,0,0.028427957,0.015388769,0.013657056,-0.007692308,0.030534351,-0.086956522,0.022900763
2017/2/24,0.004545455,0.022196262,0.091423087,0,0.028427957,-0.011563779,0.036163522,0.007751938,-0.04379562,-0.123809524,-0.096551724
2017/2/23,0.019698725,0.062034739,0.114639973,0,-0.004163976,0.008341555,0.06,-0.058394161,0.030075188,-0.173228346,-0.064516129
2017/2/22,-0.02154195,0.035989717,0.074165617,0,-0.034138407,-0.003307706,0.050788091,-0.149068323,0.055555556,0.024193548,-0.148351648
2017/2/21,-0.006756757,0.027741083,0.022421813,0,-0.008505225,-0.009299442,-0.062397373,0.102739726,-0.09352518,0.107142857,0.281690141
2017/2/20,0.010238908,0.021592443,0.010737469,0,0.036272821,-0.034709755,0.021812081,0.028169014,-0.108974359,-0.104,-0.006993007
2017/2/19,-0.012359551,0.043661972,0.002953366,0,0.010003932,0.000256542,0.015332198,-0.059602649,0.138686131,-0.094202899,-0.148809524
2017/2/18,-0.025191676,0.043661972,0.002953366,0,0.010003932,0.000256542,0.015332198,-0.059602649,0.138686131,-0.094202899,-0.148809524
2017/2/17,0.026996625,0.043661972,0.002953366,0,0.010003932,0.000256542,0.015332198,-0.059602649,0.138686131,-0.094202899,-0.148809524
2017/2/16,-0.025219298,0.031976744,0.004112395,0,0.007409077,-0.006372674,0.003418803,-0.032051282,-0.086666667,0.2,0
2017/2/15,-0.032873807,0.004379562,0.000951178,0,-0.008747042,0.008051392,0.0502693,0,0.111111111,-0.148148148,-0.01754386
2017/2/14,-0.025826446,-0.004360465,0.008484387,0,0.016388176,-0.027083333,0.031481481,-0.037037037,-0.129032258,0.038461538,-0.290456432
2017/2/13,-0.03777336,-0.01994302,0.011306617,0,0.041484423,0.004856808,-0.001848429,0,0,-0.078014184,0
2017/2/12,0.003992016,-0.007072136,0.011306617,0,0.024288218,0.015044624,0.001851852,0,0.183206107,0.175,0
2017/2/11,-0.002985075,-0.007072136,0.011306617,0,0.024288218,-0.010596249,-0.005524862,-0.018181818,-0.077464789,-0.14893617,0.021186441
2017/2/10,-0.027105518,-0.007072136,0.011306617,0,0.024288218,0.007541095,0.079522863,-0.011976048,-0.206703911,0,-0.074509804
2017/2/9,-0.016190476,0.007122507,0.02438105,0,-0.035288121,-0.008235294,0.088744589,-0.034682081,-0.193693694,-0.084415584,-0.00390625
2017/2/8,-0.033149171,-0.016806723,0.019208941,0,0.009052118,0.046521854,0.057208238,-0.011428571,-0.10483871,0.350877193,0.098712446
2017/2/7,-0.023381295,-0.028571429,0.029538672,0,0.007866431,-0.004900674,-0.026726058,0.047904192,0.319148936,-0.11627907,0
2017/2/6,-0.031358885,-0.022606383,0.039546967,0,-0.013867906,0.003512778,0.011261261,-0.01183432,0,0.032,0
2017/2/5,-0.017123288,-0.023376623,0.024391178,0,-0.067725808,0.002376761,0.054631829,-0.081521739,-0.117370892,-0.007936508,0
2017/2/4,-0.027477102,-0.023376623,0.024391178,0,-0.067725808,0.041151132,-0.011737089,0.179487179,0,-0.023255814,-0.280864198
2017/2/3,0.010942761,-0.023376623,0.024391178,0,-0.067725808,0.004141358,0,-0.012658228,0,0,0
2017/2/2,0.001686341,-0.020356234,0.004886683,0,0.048389198,-0.004398021,-0.00234192,0,0,0.252427184,0
2017/2/1,-0.005033557,-0.0175,0.004886683,0,0.048389198,0.001835873,-0.004662005,0,0,0,0
2017/1/31,-0.010788382,-0.019607843,0.004886683,0,0.048389198,0.005538121,-0.006944444,0,0,0,0
2017/1/30,-0.013104013,-0.013301088,0.004886683,0,0.048389198,-0.000276829,-0.01594533,-0.0125,0,0.04040404,0
2017/1/29,-0.00245098,-0.01547619,0.004886683,0,0.048389198,0.007437018,-0.011261261,0,0,0,0
2017/1/28,0.014925373,-0.01547619,0.004886683,0,0.048389198,0.015098613,-0.015521064,0.073825503,0,0,0
2017/1/27,-0.004950495,-0.01547619,0.004886683,0,0.048389198,0.044039409,-0.056485356,-0.062893082,-0.004672897,0.03125,1.769230769
2017/1/26,-0.035031847,-0.025522042,0.004886683,0,0.048389198,0.001974334,-0.038229376,0.032467532,0.132275132,0.2,0.00862069
2017/1/25,0.003194888,-0.027088036,-0.008280546,0,-0.011447061,0.003268298,-0.011928429,0.013157895,0.092485549,-0.344262295,0
2017/1/24,-0.001594896,-0.030634573,-0.026125088,0,0.028008077,0.014264189,-0.056285178,0.006622517,0.138157895,0.173076923,0
2017/1/23,0.000798085,-0.011891892,-0.049135144,0,0.002688836,-0.012694635,-0.071428571,0.063380282,0,0.142857143,-0.008547009
2017/1/22,0.013754045,-0.018046709,-0.046737629,0,-0.043591894,0.001788376,-0.005199307,0,0,-0.042105263,-0.008474576
2017/1/21,0.008979592,-0.018046709,-0.046737629,0,-0.043591894,-0.003169258,-0.091338583,-0.128834356,0.235772358,0.021505376,0.204081633
2017/1/20,0.004098361,-0.018046709,-0.046737629,0,-0.043591894,0.034846777,-0.02607362,0.051612903,0.060344828,-0.03125,0.272727273
2017/1/19,-0.015334948,-0.010504202,-0.067370372,0,0.009988384,-0.021952686,-0.018072289,-0.03125,0.171717172,-0.020408163,-0.072289157
2017/1/18,-0.003218021,0.032537961,-0.064852081,0,0.001329828,-0.003197442,-0.010432191,0.038961039,-0.066037736,-0.08411215,0.092105263
2017/1/17,-0.02433281,-0.003243243,-0.029329151,0,-0.078966653,0.015525114,-0.021865889,-0.031446541,0.070707071,-0.100840336,-0.191489362
2017/1/16,-0.001567398,0.016483516,-0.02760447,-0.04,0.044467741,-0.018328519,0.014792899,0.006329114,-0.01,-0.024590164,0.044444444
2017/1/15,-0.007003891,0.020179372,-0.004334622,0,0.016711306,-0.001789798,-0.014577259,0,-0.038461538,-0.102941176,0.022727273
2017/1/14,-0.01532567,0.020179372,-0.004334622,0,0.016711306,0.009840345,0.001459854,0.112676056,-0.028037383,0.03030303,0.047619048
2017/1/13,-0.02173913,0.020179372,-0.004334622,0,0.016711306,0.001609172,-0.022824536,-0.02739726,0.114583333,0.056,0.090909091
2017/1/12,-0.00373413,-0.002237136,0.002185883,0,-0.002611574,-0.001907248,0.027859238,-0.051948052,-0.085714286,-0.155405405,-0.0375
2017/1/11,0.011329305,-0.034557235,0.012338763,0,-0.015470859,-0.013761014,0,-0.012820513,-0.07079646,-0.026315789,-0.111111111
2017/1/10,-0.010463378,-0.024236038,0.027189941,0,0.053932371,-0.039828897,0,-0.071428571,-0.034188034,-0.100591716,-0.0625
2017/1/9,-0.012546125,-0.014537902,0.017775305,0,0.030730131,0.004200076,-0.020114943,0,0,0.181818182,0
2017/1/8,-0.037642045,-0.02034588,0.017869385,0,0.011374351,-0.006731772,-0.009957326,0,0.026315789,-0.046666667,0
2017/1/7,-0.018131102,-0.02034588,0.017869385,0,0.011374351,-0.022792551,0.046130952,-0.023255814,-0.025641026,-0.025974026,-0.076923077
2017/1/6,-0.003474635,-0.02034588,0.017869385,0,0.011374351,-0.01388762,-0.023255814,-0.033707865,-0.033057851,-0.006451613,-0.00952381
2017/1/5,-0.009635237,0.014447884,0.00788608,0,0.007124629,-0.007076114,0.028400598,0.072289157,0.07079646,0.006493506,-0.16
2017/1/4,-0.008867667,0.016789087,0.001142909,0,0.010396132,-0.004874966,-0.002980626,0.012195122,0.164948454,0.132352941,-0.015748031
2017/1/3,-0.014784946,-0.008324662,-0.001321619,0,-0.04538085,0.006268169,-0.04822695,0.025,-0.03,-0.00729927,0
2017/1/2,0.021978022,0.035560345,-0.003114099,-0.056603774,-0.005081278,-0.00353037,-0.051144011,0,0.030927835,0,0
2017/1/1,0.009708738,0.035560345,-0.003114099,-0.056603774,-0.005081278,-0.011454139,0.036262204,-0.08045977,-0.093457944,0.030075188,0
2016/12/31,0.011220196,0.035560345,-0.003114099,-0.056603774,-0.005081278,0.001523571,0.046715328,-0.027932961,-0.027272727,-0.203592814,-0.211180124
2016/12/30,0.00281294,0.035560345,-0.003114099,0.06,-0.005081278,0.001523571,0.046715328,-0.027932961,-0.027272727,-0.203592814,-0.211180124
2016/12/29,-0.001404494,0.035560345,0.000734148,0.021798365,0.000951289,0.003688045,0.020864382,0.052941176,0.028037383,0.063694268,-0.030120482
2016/12/28,0.002111189,0.035560345,-0.002898204,0.060693642,-0.009774898,-0.036738584,0.009022556,-0.01734104,-0.100840336,-0.02484472,0
2016/12/27,-0.002807018,0.035560345,-0.003972919,0.060693642,2.26E-05,-0.011900685,0.013719512,-0.059782609,-0.016528926,0.012578616,0
2016/12/26,-0.019270475,0.035560345,-0.002567604,0.060693642,-0.05859257,0.004126547,0.036334913,0,-0.016260163,-0.042168675,-0.029239766
2016/12/25,-0.000687758,0.035560345,-0.007585465,0.060693642,-0.007832345,-0.002914452,-0.026153846,0,0.025,-0.040462428,0.005882353
2016/12/24,-0.023505709,0.035560345,-0.007585465,0.060693642,-0.007832345,0.010130747,-0.004594181,0.128834356,0.016949153,-0.005747126,0.024096386
2016/12/23,-0.02232436,0.035560345,-0.007585465,0.060693642,-0.007832345,-0.014001537,-0.034023669,-0.012121212,-0.048387097,-0.027932961,0.152777778
2016/12/22,-0.014877102,0.002159827,-0.013641911,0.059724349,-0.050592816,0.006444406,-0.008797654,-0.006024096,-0.023622047,-0.011049724,0.035971223
2016/12/21,0.050271739,0.013129103,-0.023119172,0.059724349,-0.000595331,0.001204405,0.04601227,0.006060606,-0.072992701,-0.005494505,-0.067114094
2016/12/20,0.051428571,-0.014023732,-0.029195371,0.059724349,0.02027531,0.002414626,-0.052325581,0,0.132231405,0.103030303,-0.167597765
2016/12/19,0.060606061,-0.020084567,-0.015664203,0.059724349,0.01487196,0.024562644,0.023809524,0,-0.03968254,-0.040697674,0.005617978
2016/12/18,-0.004524887,-0.020703934,-0.015133301,0.004615385,-0.01750762,-0.015055261,-0.018978102,0.006097561,0.041322314,-0.049723757,-0.005586592
2016/12/17,-0.011922504,-0.020703934,-0.015133301,0.004615385,-0.01750762,0.008070883,-0.020028612,0.064935065,0.110091743,-0.216450216,-0.077319588
2016/12/16,0.000745712,-0.020703934,-0.015133301,0.004615385,-0.01750762,-0.019693842,0.044843049,-0.10982659,-0.009090909,-0.086956522,-0.02020202
2016/12/15,0.000746269,-0.036889332,-0.018639402,0.004615385,0.009625869,-0.013907734,0.019817073,0.054878049,-0.090909091,-0.139455782,0.042105263
2016/12/14,0.002994012,-0.046577947,-0.021672224,0.004615385,0.00534263,-0.014705882,0.033070866,-0.012048193,-0.047244094,0.020833333,-0.068627451
2016/12/13,-0.000747943,-0.015902713,-0.044725656,0.004615385,0.006720644,-0.012622721,-0.029051988,-0.034883721,0.114035088,0.246753247,0.00990099
2016/12/12,-0.019075569,-0.019266055,-0.014832247,0.004615385,-0.033746731,0.00016503,-0.00304878,0,-0.05785124,-0.045454545,0
2016/12/11,-0.017303533,-0.028520499,-0.028354324,0.004615385,-0.024686504,-0.003207764,-0.003039514,0,0.061403509,-0.024193548,0
2016/12/10,0.007994186,-0.028520499,-0.028354324,0.004615385,-0.024686504,0.004129501,0.012307692,0.02994012,0.075471698,0.164319249,-0.182186235
2016/12/9,-0.001451379,-0.028520499,-0.028354324,0.004615385,-0.024686504,-0.007703655,0.033386328,-0.034682081,-0.109243697,0.049261084,0.029166667
2016/12/8,-0.010057471,-0.034423408,-0.021962772,0.004615385,-0.013746874,-0.017789584,0.026101142,-0.028089888,-0.125,-0.04245283,0.021276596
2016/12/7,-0.009957326,-0.020236088,-0.031178124,0.004615385,0.026227581,0.007134171,0.011551155,-0.048128342,0.162393162,0.316770186,0.02173913
2016/12/6,-0.007762879,-0.008361204,-0.028665479,0.004615385,-0.01270844,-0.014146419,0.016778523,-0.055555556,-0.056451613,0.018987342,-0.012875536
2016/12/5,0.009978617,-0.001669449,-0.024263103,0.004615385,0.016078243,-0.002232855,0,0,-0.008,-0.0125,0.017467249
2016/12/4,0.021106259,0.001672241,-0.023929199,0.004615385,-0.02430031,-0.004445856,0.003367003,0,0.008064516,-0.03030303,-0.012931034
2016/12/3,0.017777778,0.001672241,-0.023929199,0.004615385,-0.02430031,0.008163919,0.018867925,-0.024630542,-0.150684932,0.092715232,-0.004291845
2016/12/2,0.004464286,0.001672241,-0.023929199,0.004615385,-0.02430031,0.028820817,-0.028333333,0.009950249,0.18699187,-0.05625,0.088785047
2016/12/1,0.031465848,-0.006644518,-0.011049668,-0.031296572,-0.006168772,0.005298013,0.022146508,0.010050251,-0.031496063,-0.191919192,-0.048888889
2016/11/30,0.019561815,0.001663894,0.010819864,-0.031296572,-0.012889656,-0.00991722,0.055755396,0,-0.092857143,0.222222222,-0.204946996
2016/11/29,0.020766773,0.015202703,0.022515707,-0.031296572,-0.078333711,-0.004568818,-0.120253165,0.191616766,0.102362205,-0.041420118,0.048148148
2016/11/28,0.019543974,0.00254022,0.011004653,-0.06022409,0.004908532,-0.004952103,-0.006289308,-0.034682081,0,0.011976048,0.050583658
2016/11/27,0.007383101,-0.016652789,0.013609251,-0.008333333,0.025498533,-0.00202544,-0.054977712,0.184931507,0.058333333,0.143835616,-0.026515152
2016/11/26,-0.013754045,-0.016652789,0.013609251,-0.008333333,0.025498533,-0.001132961,0.08373591,-0.235602094,-0.069767442,0.149606299,0.011494253
2016/11/25,-0.036632892,-0.016652789,0.013609251,-0.008333333,0.025498533,-0.004110251,0.018032787,-0.077294686,-0.015267176,-0.24852071,-0.043956044
2016/11/24,-0.015349194,-0.01879085,-0.01457794,-0.008333333,0.00975321,0.032279534,0.009933775,0.056122449,-0.007575758,-0.183574879,0.258064516
2016/11/23,-0.009878419,-0.006493506,-0.035647049,-0.008333333,-0.024777951,-0.000665115,0.04137931,-0.005076142,-0.03649635,-0.046082949,-0.00913242
2016/11/22,0.045274027,-0.006451613,-0.036856005,0,0.063862611,0.012543143,-0.080824089,0.070652174,0.007352941,-0.184210526,-0.004545455
2016/11/21,0.026916803,-0.013524264,-0.036068128,0,-0.011685584,0.007463319,0.006379585,0,0.054263566,0.094650206,0.013824885
2016/11/20,0.007395234,0.02112104,-0.030019073,0,-0.05170636,0.002891894,-0.004761905,0,0,0.042918455,-0.02690583
2016/11/19,0.004954583,0.02112104,-0.030019073,0,-0.05170636,0.003927931,0.016129032,0.063583815,-0.044444444,0.008658009,0.051886792
2016/11/18,-0.008190008,0.02112104,-0.030019073,0,-0.05170636,-0.01430856,0.014729951,-0.011428571,-0.055944056,0.079439252,0
2016/11/17,-0.000818331,0.07510917,-0.018431929,-0.006896552,-0.00877369,0.031157785,-0.01610306,0.01744186,0.134920635,0.426666667,0.024154589
2016/11/16,0.004934211,0.056273063,-0.018072182,-0.006896552,0.034226771,0.015870217,0.081881533,-0.044444444,0.06779661,-0.295774648,0.029850746
2016/11/15,0.007456504,0.017840376,0.002126997,-0.006896552,-0.082115973,-0.045125442,-0.046511628,0.016949153,-0.112781955,0.028985507,0.041450777
2016/11/14,0.019425676,0.019138756,0.016353555,-0.006896552,0.045711798,-0.010743733,0.030821918,0.005681818,-0.125,0.067010309,-0.114678899
